stage,dataset_group,source_id,clip_id,path,error_type,error_message,notes
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0053,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0053.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0053.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0054,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0054.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0054.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0055,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0055.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0055.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0056,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0056.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0056.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0057,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0057.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0057.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0058,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0058.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0058.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0059,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0059.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0059.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0060,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0060.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0060.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0061,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0061.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0061.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0062,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0062.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0062.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0063,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0063.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0063.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0064,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0064.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0064.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0065,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0065.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0065.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0066,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0066.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0066.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0067,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0067.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0067.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0068,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0068.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0068.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0069,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0069.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0069.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0070,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0070.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0070.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0071,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0071.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0071.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
new_discovery_clip_extract,argentina/new_discovery,vDNy6EN7bIY,new_discovery::vDNy6EN7bIY::clip_0072,/opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0072.mp4,clip_extract_failed,"bm -map 0:v:0 -map 1:a:0 -c:v copy -c:a aac -b:a 96k -shortest /opt/labios-argentos/data_release/work/new_discovery_ingest/vDNy6EN7bIY/clips_with_audio/clip_0072.mp4
Input #0, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/video.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #0:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Input #1, matroska,webm, from '/opt/labios-argentos/data_release/work/new_discovery_ingest/source_cache/vDNy6EN7bIY/audio.webm':
  Metadata:
    encoder         : google/video-file
  Duration: 00:13:33.37, start: 0.000000, bitrate: 585 kb/s
  Stream #1:0(eng): Video: vp9 (Profile 0), yuv420p(tv, bt709), 1280x720, SAR 1:1 DAR 16:9, 30 fps, 30 tbr, 1k tbn, 1k tbc (default)
Stream map '1:a:0' matches no streams.
To ignore this, add a trailing '?' to the map.
",continuing_with_next_clip
