titulo,clip,n_frames,luma_media,frac_oscuros,movimiento_global,actividad_boca,textura_boca,estado,razones,texto
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0037,175,155.12,0.0,6.327,20.132,88.09,keep,,es porque juanfer y galvan estan alineados para mi hoy por hoy por presente irregularidad los dos mejores jugadores que tiene river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0038,150,152.0,0.0,7.046,22.818,98.62,keep,,sacandote los laterales los campeones del mundo los delanteros los que vienen de afuera y compañias
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0039,225,157.22,0.0,5.643,19.531,97.05,keep,,juanfer y galvan los dos mejores que hoy tienen este armado de plantel que ya habiamos dicho que seguian faltando cosas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0040,150,156.81,0.0,7.095,21.705,107.91,keep,,y que otra vez gallardo queda expuesto porque en la primera tanda de cambios no entra kendry paez
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0041,200,147.83,0.0,6.98,20.017,92.67,keep,,que supuestamente venia en esa puesta punto para este partido que calculo yo por urgencias lo hacen debutar contra argentino junior
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0042,75,154.34,0.0,5.315,17.533,85.94,keep,,porque no sabemos como esta el jugador ecuatoriano
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0043,200,155.53,0.0,6.048,20.413,98.37,keep,,kendry no entra entra freitas que freitas ni siquiera viajo a la pretemporada con el plantel de primera division
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0044,75,157.72,0.0,6.486,19.807,83.77,keep,,y estuvo a esto de irse a casuso club que lo vio en aced
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0045,150,155.7,0.0,6.592,21.26,99.76,keep,,y hoy freitas es el que te termina salvando en esa jugada del penal donde el pio agarro la pelota
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0046,150,160.38,0.0,7.224,19.24,92.31,keep,,vio su momento y dijo che empiezo a encarar ha hecho la cabeza pio a pie se saco este tipo de encima y el tercero le hace un penal
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0047,125,157.88,0.0,6.839,18.467,101.28,keep,,que juanfer termina pateando como se tiene que patear en una instancia asi y no fuerte al medio y a sacar del medio
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0048,175,156.56,0.0,6.514,20.558,86.42,keep,,entiendame lo que voy freitas es el que te termina salvando en las papas muñe un pio de que no lo llevaste a la pretemporada
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0049,150,157.56,0.0,5.618,19.174,97.74,keep,,y un pio de que quizas estuvo a nada de irse a casuso a jugar una division menos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0050,125,163.08,0.0,6.249,19.573,99.74,keep,,y hoy quizas para lincha freitas termina por encima de roberto por encima de su diable
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0051,175,152.91,0.0,7.368,20.91,83.7,keep,,y seguramente como este river que carece de ideas de sacarse juan encima de mostrar algo diferente a lo demas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0052,100,158.52,0.0,6.62,18.38,82.42,keep,,lo vamos a pedir para que juegue el domingo contra velez en el amalfitani y es asi
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0053,150,158.36,0.0,6.465,20.834,110.63,keep,,y es asi esta perfecto porque viendo que yo tengo aun salas irreconocibles
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0054,125,160.43,0.0,6.528,20.171,128.5,keep,,salas no pueden controlar la pelota lo minimo que tenes que hacer para jugar en la primera division de un club
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0055,125,160.35,0.0,6.037,18.867,84.91,keep,,tener un buen control salas no pueden controlar la pelota salas no pueden controlar la pelota
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0056,150,154.42,0.0,6.923,25.193,123.99,keep,,ya no es que salas no choca no presiona lees ralarco ni siquiera puede controlar la pelota empeora todo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0057,200,152.37,0.0,6.835,23.012,101.85,keep,,salas te empeora todo hoy por hoy salas empeora todo lo que toca todo ataque de river que va por el lado de sala
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0058,100,151.04,0.0,7.877,24.032,118.53,keep,,si tiene que descartar para atras o si tiene que girar que tarde un año un girar
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0059,100,157.95,0.0,6.371,19.07,101.44,keep,,termina en posesion del equipo rival y en este caso bueno de ciudad de bolivar
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0060,125,152.61,0.0,7.162,20.654,89.2,keep,,pero ahora el rival es indistinto porque paso con argentina y uyuno porque pasa con central
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0061,100,151.27,0.0,6.699,18.687,73.09,keep,,porque paso con rietra con todos estos equipos te pasa lo mismo con salas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0062,125,151.2,0.0,5.709,16.314,58.8,keep,,despues roberto que hoy tuvo su segundo partido consecutivo como titular
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0063,175,150.78,0.0,6.037,19.281,64.58,keep,,un roberto flojo no te voy a mentir tampoco le voy a caer un pibio y que tiene su segundo partido como titular
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0064,175,152.14,0.0,5.871,20.541,76.44,keep,,despues de una larga lesion de rotura de cruzados y de un bache entre que un tecnico como michellis
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0065,125,143.75,0.0,7.481,20.679,79.82,keep,,te puso dos partidos hace dos goles te dejaron de poner te bajaron a reserva te lesionas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0066,125,149.63,0.0,6.574,20.313,94.78,keep,,ahora con gallardo que hay que ver si sos del gusto de gallardo o te pone porque es lo que hay y a ver si lo salvas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0067,125,153.02,0.0,6.723,21.194,89.17,keep,,y estas volviendo a remar en dulce leche a poco no le voy a caer un pibio si te voy a decir
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0068,150,154.64,0.0,6.244,19.856,94.1,keep,,las que tuvo para controlar a agustin roberto quizas muchos pensando que roberto le va a caer una le va a meter
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0069,150,153.86,0.0,6.233,22.441,83.48,keep,,y si estuvo flojo cuando espaldas recien hubo una que otra que estando ahi en tres cuartos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0070,150,152.64,0.0,6.773,20.339,70.91,keep,,piboteo una con un taco para que patega albano faustovera ya no recuerdo pero despues si flojo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0071,175,155.54,0.0,5.624,20.123,96.79,keep,,flojo el momento del que hoy tiene que lidiar con las lesiones o el rendimiento de sus compañeros
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0072,150,158.12,0.0,6.541,19.546,106.31,keep,,que es agustin roberto para ver si es el salvador de este river y hacer goles no otro partido que river termina
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0073,175,156.35,0.0,6.158,20.473,87.57,keep,,sin delanteros convirtiendo pero bueno de juan ferquintero ya estando hablando de lo que son los atacantes
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0074,125,159.11,0.0,6.293,19.085,113.26,keep,,digo es el mejor que tenemos en el plantel por eso creo que gallardo lo saca creo que juan ferpi el cambio
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0075,125,150.52,0.0,6.73,18.697,71.49,keep,,y termina entrando galopos pos penal porque no tenias otro que te armen una jugada distinta
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0076,175,149.29,0.0,7.001,21.356,86.08,keep,,creo que sin juan fer estabamos en los penales y juan fer es el unico que vuelva a repetir reaccion tras reaccion
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0077,75,151.78,0.0,6.737,17.897,66.81,keep,,vos por ahi me pones en comentarios me escribis por mi instra o me comentas en twitter
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0078,150,157.82,0.0,7.54,21.859,93.4,keep,,santi pero quintero era pero quintero esta bajo era mucho toma malas decisiones
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0079,100,153.41,0.0,7.443,23.757,91.72,keep,,quiero ahorrar con juan ferquintero engancha quiero que juan ferquintero se equivoque 100 veces enganche
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0080,125,156.57,0.0,6.246,20.544,88.77,keep,,y que pida 101 veces las pelotas es asi porque juan fer es el unico que con esos enganches cortitos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0081,150,157.25,0.0,6.747,20.408,95.63,keep,,te saca un tipo encima patea a tres cuartos de cancha tiene pelota parada tiene gol asiste
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0082,150,153.33,0.0,7.235,22.566,77.02,keep,,y asi todo se confunde baja a 15 metros pide la pelota y a jugar de vuelta y lo ves a juan ferpobre
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0083,125,163.49,0.0,6.703,21.79,90.45,keep,,juan fer levanta la vista y no hay uno sacando galvan que se le acerque a decir venid juan fer
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0084,175,158.64,0.0,7.846,23.392,90.34,keep,,juega conmigo hacemos una pared todos estaticos los delanteros los laterales montiel y viña
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0085,175,152.96,0.0,7.571,23.353,104.91,keep,,casi jugando extremo como si fueramos el bayern munich y estan alla clavados y ninguno baja a recibir
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0086,150,155.47,0.0,6.884,23.089,101.48,keep,,una diagonal corta por dentro y juan fer si empieza a sacar genialidades como la que le dio a montiel
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0087,175,158.85,0.0,6.323,21.639,86.52,keep,,en el primer tiempo la que le filtra a fausto vera digo empieza a juan fer a meter esas filtraciones
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0088,125,161.33,0.0,6.538,21.016,106.5,keep,,que es un jordelito obviamente pero mirad lo mal que esta river que en el primer tiempo pateo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0089,100,158.02,0.0,6.823,19.27,94.6,keep,,mas veces a largo pablo diaz pateo mas veces a largo que los delanteros o los volantes de river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0090,150,158.61,0.0,6.302,19.239,80.22,keep,,un anibal moreno que tuvo que correr hoy hablando obviamente del rendimiento del numero 6 de river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0091,150,159.62,0.0,6.224,21.297,109.61,keep,,que lo tenia que correr al pitu gonzalez un jugador de toda la vida el ascenso de anibal moreno
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0092,125,150.94,0.0,7.068,20.843,92.02,keep,,que viene de juan el palmeiras y de ser esa rueda que quiza nos faltaban la mitad de la cancha
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0093,125,150.84,0.0,7.424,22.579,90.75,keep,,siendo el 5 de river que lo corrio atras todo el partido a un jugador historico del ascenso
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0094,100,158.33,0.0,6.78,20.25,66.21,keep,,como es el dia de ciudad bolivar fausto vera que me gusto el primer tiempo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0095,125,158.98,0.0,5.825,19.394,95.99,keep,,siendo que es una segunda guitarra en la mitad de la cancha que tiene que estar y tiene que seguir
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0096,125,158.74,0.0,6.858,20.458,72.3,keep,,jugando de titular el segundo tiempo no me gusto poco mas en precisos pero asi fausto vera
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0097,100,143.45,0.0,6.913,18.901,71.63,keep,,yo lo que si digo siempre es que el medio de river con anibal fausto y galvan
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0098,100,159.47,0.0,6.72,19.771,86.26,keep,,es lo que no hay que desarmar mas juan fer quintero yo creo que el resto puede jugar cualquiera
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0099,175,158.54,0.0,5.728,19.442,70.87,keep,,beltran en el arco nueva valle invicta se celebra obviamente por el pibes que no fue exigido casi
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0100,150,159.78,0.0,5.741,20.121,88.55,keep,,porque las que tuvo ciudad bolivar no fueron alarcos fueron jugadas obviamente
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0101,175,158.24,0.0,6.53,20.904,85.8,keep,,pero no lo hicieron exigirse montiel que si en el primer tiempo quiere hacer todo montiel
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0102,125,162.71,0.0,6.464,19.394,78.38,keep,,juega de 4 juega de 8 juega de 5 juega de 10 juega de 11 aparece de 9 corta por dentro
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0103,125,160.41,0.0,7.922,21.226,82.14,keep,,basta montiel juega de 4 y listo deja de querer meterte por los centrales
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0104,100,149.05,0.0,6.299,21.05,74.88,keep,,queda un hueco enorme atras tiene que otra vez replegar todo el equipo juega de 4
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0105,100,155.17,0.0,7.94,20.832,66.8,keep,,y anda hasta el fondo como el river del 20182019 que ayer te decia
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0106,125,153.61,0.0,8.471,24.921,73.02,keep,,vas por todo el carril de derecho y listo y no te metes a jugar de doble 5 de 4
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0107,125,156.84,0.0,7.028,21.221,91.09,keep,,vas exagando parece el lightona montiel basta quedate de 4 y alas concha la lora
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0108,100,157.2,0.0,7.801,22.026,95.06,keep,,porque eso es lo que te genera la desesperacion que montiel quiera hacer y aparecer por todos los lugares
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0109,150,156.28,0.0,6.528,21.191,85.31,keep,,ya esta sector derecho y punto que le den esa orden y del otro lado viña que lo puse en twitter
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0110,100,147.55,0.0,8.953,22.426,68.67,keep,,que fue antes de un cambio creo juega que ahora a la derecha y yo digo viña
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0111,100,143.85,0.0,6.497,20.437,57.72,keep,,juega seleccion de uruguay juega en la roma juega en la premier flamengo palmera
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0112,125,160.65,0.0,7.209,22.265,121.05,keep,,un centro espantoso pero ni siquiera con ganas y ahi donde me pongo a pensar y digo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0113,100,156.2,0.0,6.92,22.894,104.9,keep,,que carajo le pasa a estos jugadores que ni siquiera pueden levantar la pelota
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0114,100,154.67,0.0,7.008,22.85,89.9,keep,,o como te hablo de salas que no puede controlar o girar que les pasa
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0115,100,157.73,0.0,6.737,20.871,103.3,keep,,que les pasa no se viste muchos hinchas te dicen chele estan haciendo una cama
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0116,75,157.69,0.0,6.743,19.365,119.54,keep,,y alla no estos jugadores no le pueden hacer una cama a nadie no le pueden hacer una cama a nadie
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0117,100,159.08,0.0,7.436,21.464,101.25,keep,,si despues la relacion esta bien o mal a mi me chupan yo creo que river gane
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0118,125,155.69,0.0,6.295,21.526,108.13,keep,,pero claramente quedan evidencias que alguien sobra o los jugadores que trajo gallardo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0119,100,154.32,0.0,7.369,21.068,80.85,keep,,o el propio entrenador que hace un año y medio no le encuentra la vuelta no se
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0120,150,160.63,0.0,6.044,20.356,98.25,keep,,pero esto ya es indefendible al borde del papelon contra un equipo recien ahora creo que estan en el nacional b
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0121,100,155.03,0.0,7.251,19.655,80.88,keep,,si no me equivoco no lo perdon no lo tengo tan visto no estoy a mentir no lo tengo tan visto
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0122,125,156.48,0.0,6.571,19.271,113.48,keep,,el mismo rival que hayamos tenido en la copa argentina pasada que creo que en la copa argentina pasada
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0123,125,158.67,0.0,6.684,21.745,99.25,keep,,esta en el federal si no me equivoco pero es un papelon que river no se le caia ni ideas contra estos tipos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0124,150,157.29,0.0,6.978,20.608,81.25,keep,,cuando te repito en otro momento te ibas al entretenpo dos a cero y que decis y si de lo que tiene que pasar
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0125,175,162.77,0.0,7.116,19.119,92.56,keep,,no no no ahora estas hasta el minuto 95 con 10 a ver si no te tiran un centro al segundo palo y estas en penales o lo perdiste
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0126,150,162.71,0.0,6.757,19.347,126.13,keep,,esa es la desesperacion y el dolor aca del pecho de la panza de la cabeza lo mental que decis
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0127,125,158.76,0.0,6.986,19.729,80.87,keep,,no se cuando river me deja gamba en cualquier momento subi a ver que a mi no me gusto como entro
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0128,125,147.11,0.0,7.827,23.995,78.87,keep,,una vez mas vienen teniendo una racha negativa distinta como habia aparecido en los amistosos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0129,200,152.9,0.0,6.753,20.398,72.33,keep,,contra millonarios peñaron y compañia despues tambien en el torneo local driuse que aparentemente apunta a volver ahora contra velez
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0130,175,150.97,0.0,7.158,20.828,83.83,keep,,roberto que calculo y la hay de titular nuevamente colidio que entro y ahi tambien habla un poco de lo que es
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0131,125,156.0,0.0,6.638,19.958,84.81,keep,,los perdidos que esta gallardo no pablo diaz es nuevamente titular por rivero que hoy por hoy
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0132,125,156.09,0.0,7.695,22.108,89.08,keep,,los tres entrar vieron la jugada de pablo diaz que tiene para darse la beltrani tiene una media chilena y que si se la deja servida
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0133,175,148.22,0.0,5.543,18.111,71.57,keep,,al volante de ciudad bolivar bueno con eso te digo todo con ese gesto pablo diaz que juega colidio que juega
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0134,125,157.82,0.0,6.63,19.452,69.48,keep,,cuando supuestamente son los jugadores que estan en el mercado a vender siguen sumando minutos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0135,125,152.06,0.0,6.748,19.559,97.03,keep,,freitas que hoy entra a salvarte cuando ni siquiera lo llevaste de viaje a la pertemporada que casi se va casul
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0136,150,153.44,0.0,6.426,22.991,82.34,keep,,solo dije recien eso habla que gallardo esta perdido le encina dentro de la cancha cuando anda a ser hace cuanto no juega
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0137,125,150.48,0.0,6.716,20.937,85.2,keep,,porque el otro dia juega 90 entra porque juan ferpi del cambio bueno asi esta este river que un dia sara
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0138,150,147.05,0.0,6.402,21.912,74.06,keep,,que un dia colidio que es driuse y que es roberto no no no es terrible que un dia cunha otro dia viña
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0139,175,155.22,0.0,6.465,22.018,90.02,keep,,que se yo y ahora pasa lo mismo con los defensores gallardo vio que rivero esta flojo pablo diaz a la cancha
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0140,150,157.03,0.0,7.662,22.612,84.48,keep,,no se si lo quieren vender o que pero pablo diaz de vuelta haciendo titular martinez cuarta con un error infantil
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0141,175,154.27,0.0,7.737,24.52,108.3,keep,,que casi te clavan no se realmente eh vas a mirar cualquier intercantri de pilar de escobar de tortuditas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0142,125,160.38,0.0,6.006,19.493,99.7,keep,,no cierran como serro martinez cuarta en la jugada que casi te clava ciudad de bolivar
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0143,125,159.56,0.0,8.698,26.257,73.78,keep,,pero que si pone el pie un poquito mas para adentro estas sacando el medio y arrancas el partido 1 a 0
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0144,150,164.67,0.0,6.22,20.348,93.02,keep,,pero ni ahi se ranta el mal de manera a mater entonces por eso yo me pongo como me pongo viendo a este river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0145,150,148.69,0.0,7.109,24.019,92.77,keep,,que ahora tenemos que ir a una cancha jodida como de sveles que ya venimos a otra cancha jodida como es argentinos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0146,200,157.95,0.0,6.518,21.719,91.83,keep,,ver hasta cuando gallardo va a seguir o si los resultados lo sacan o si esperar un partido como voy a ver si perdia
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0147,150,160.13,0.0,6.039,20.899,93.41,keep,,y gallardo se va porque es insostenible este presente de river el proximo partido que le decia a river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0148,200,154.43,0.0,7.222,21.407,78.54,keep,,que cada vez es peor los planteo los cambios la lista de convocados y demas ya no ya me enche las pelotas ya me enche las pelotas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0149,175,163.24,0.0,6.567,21.795,94.88,keep,,es asi entonces uno como hincha asocio quiere pedir un cambio y el cambio no llega y no se cual sera ese cambio
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0150,200,158.1,0.0,6.088,18.804,90.79,keep,,un partido importante un superclasico perderlo en el monumental cosa que no quiero ni en invidas eso pero cual es el cambio
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0151,175,159.39,0.0,6.611,20.304,78.65,keep,,haber quedado eliminado hoy ir a penales hoy perder con veles y perder con van fiel la sudamericana
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0152,150,158.23,0.0,7.309,21.526,103.88,keep,,no se cual es el punto final de gallardo en river yo quiero un cambio ahora antes ya es un ciclo cumplidisimo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0153,200,157.5,0.0,6.298,20.743,93.82,keep,,no se que estaban esperando los de arriba los de salko y corbata para invitarlo al dt a decir hasta aca llegamos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0154,200,155.81,0.0,6.813,20.063,68.36,keep,,y vemos y con otro entrenador o cambia sobre la marcha esto yo no veo un año de river con buen puerto muchachos y muchachas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0155,175,155.88,0.0,6.258,19.576,85.24,keep,,no se yo particularmente y ahora seguimos y bueno ya hay que seguir no se como pero hay que seguir
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0156,200,151.4,0.0,5.875,17.116,73.18,keep,,no se si me falto hablar de alguien se viene veles posiblemente vuelva como les comente de driussi
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0157,125,159.03,0.0,6.596,20.791,112.81,keep,,armani armani que tiene el de gallardo mas largo de la historia cuanto partido se ha perdido armani
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0158,100,158.62,0.0,6.741,20.559,83.2,keep,,cuando hablamos aca muchas veces de que river tiene que traer otro arquero no pero con armani estamos bien
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0159,125,159.91,0.0,6.889,21.489,111.3,keep,,y si va a cumplir 40 años en lo que armani cada vez le cueste mas recuperarse o tenga mas lesiones
